Total allocated: 22.54 MB (297410 objects)
Total retained:  22.67 kB (485 objects)
  58.38 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:18
  40.76 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:204
  36.40 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:160
  23.92 kB  fix_set_string.rb:36
  20.01 kB  rubyzip-2.3.2/lib/zip/central_directory.rb:164
  13.92 kB  3.0.3/lib/ruby/3.0.0/pathname.rb:49
  10.67 kB  fix_set_string.rb:17
   8.72 kB  3.0.3/lib/ruby/3.0.0/pathname.rb:53
   5.51 kB  3.0.3/lib/ruby/3.0.0/pathname.rb:126
   5.44 kB  nokogiri-1.13.1/lib/nokogiri/xml/document.rb:72
   3.79 kB  rubyXL-40875fa975df/lib/rubyXL/objects/relationships.rb:61
   3.60 kB  <internal:pack>:258
   3.38 kB  rubyzip-2.3.2/lib/zip/entry.rb:506
   3.13 kB  3.0.3/lib/ruby/3.0.0/pathname.rb:123
   3.12 kB  rubyzip-2.3.2/lib/zip/entry.rb:214
   3.10 kB  rubyzip-2.3.2/lib/zip/entry.rb:222
   3.02 kB  rubyzip-2.3.2/lib/zip/entry_set.rb:48
   2.88 kB  rubyzip-2.3.2/lib/zip/ioextras/abstract_input_stream.rb:20
   2.77 kB  rubyzip-2.3.2/lib/zip/entry_set.rb:79
   2.38 kB  3.0.3/lib/ruby/3.0.0/pathname.rb:106
   2.31 kB  rubyzip-2.3.2/lib/zip/dos_time.rb:45
   2.28 kB  3.0.3/lib/ruby/3.0.0/pathname.rb:74

allocated memory by class
-----------------------------------
  13.77 MB  String
   2.99 MB  Hash
   1.73 MB  Array
 672.34 kB  MatchData
 624.24 kB  Nokogiri::XML::Attr
 544.27 kB  Enumerator
 512.02 kB  RubyXL::Cell
 380.40 kB  Nokogiri::XML::Element
 323.48 kB  Range
 295.40 kB  Nokogiri::XML::NodeSet
 160.04 kB  RubyXL::Reference
 160.02 kB  RubyXL::Row
 160.00 kB  RubyXL::CellValue
  76.13 kB  File
  51.84 kB  Thread::Backtrace
  12.93 kB  RubyXL::CT_SchemeColor
   8.26 kB  Zip::Entry
   7.33 kB  RubyXL::CT_SRgbColor
   4.64 kB  RubyXL::CT_SupplementalFont
   4.40 kB  NameError
   3.26 kB  RubyXL::CT_Color
   3.20 kB  NameError::message
   3.10 kB  Zip::DOSTime
   2.96 kB  Pathname
   2.24 kB  RubyXL::IntegerValue
   2.10 kB  RubyXL::CT_GradientStop
   1.80 kB  Zlib::Inflate
   1.48 kB  Regexp
   1.46 kB  Nokogiri::XML::Namespace
   1.26 kB  RubyXL::CT_StyleMatrixReference
   1.19 kB  RubyXL::CT_SystemColor
   1.08 kB  Zip::ExtraField
   1.06 kB  RubyXL::BodyProperties
   1.06 kB  RubyXL::CT_LineProperties
   1.02 kB  RubyXL::CT_OuterShadowEffect
   1.02 kB  Zip::InputStream
  960.00 B  RubyXL::CT_TextFont
  912.00 B  RubyXL::Worksheet
  904.00 B  Class
  808.00 B  Nokogiri::XML::Document
  768.00 B  RubyXL::CT_GradientFillProperties
  704.00 B  RubyXL::VisualProperties
  680.00 B  RubyXL::CT_EffectList
  680.00 B  RubyXL::Font
  680.00 B  RubyXL::XF
  656.00 B  Zip::Inflater
  552.00 B  RubyXL::CT_TextListStyle
  528.00 B  RubyXL::DocumentPropertiesFile
  496.00 B  RubyXL::Vector
  480.00 B  RubyXL::CT_EffectStyleItem

allocated objects by gem
-----------------------------------
    233358  rubyXL-40875fa975df
     50328  nokogiri-1.13.1
     11459  other
      1165  3.0.3/lib
      1100  rubyzip-2.3.2

allocated objects by file
-----------------------------------
    193170  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb
     50267  nokogiri-1.13.1/lib/nokogiri/xml/node.rb
     40017  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb
     11437  fix_set_string.rb
      1165  3.0.3/lib/ruby/3.0.0/pathname.rb
       421  rubyzip-2.3.2/lib/zip/entry.rb
       279  rubyzip-2.3.2/lib/zip/inflater.rb
        95  rubyzip-2.3.2/lib/zip/entry_set.rb
        90  rubyzip-2.3.2/lib/zip/ioextras/abstract_input_stream.rb
        79  rubyXL-40875fa975df/lib/rubyXL/objects/relationships.rb
        72  rubyzip-2.3.2/lib/zip/input_stream.rb
        61  nokogiri-1.13.1/lib/nokogiri/xml/document.rb
        54  rubyzip-2.3.2/lib/zip/crypto/decrypted_io.rb
        37  rubyzip-2.3.2/lib/zip/dos_time.rb
        23  rubyzip-2.3.2/lib/zip/central_directory.rb
        20  <internal:pack>
        18  rubyXL-40875fa975df/lib/rubyXL/objects/stylesheet.rb
        18  rubyXL-40875fa975df/lib/rubyXL/objects/workbook.rb
        18  rubyzip-2.3.2/lib/zip/extra_field.rb
        15  rubyXL-40875fa975df/lib/rubyXL/objects/font.rb
        11  rubyXL-40875fa975df/lib/rubyXL/objects/fill.rb
        11  rubyXL-40875fa975df/lib/rubyXL/worksheet.rb
        11  rubyzip-2.3.2/lib/zip/file.rb
         8  rubyXL-40875fa975df/lib/rubyXL/objects/container_nodes.rb
         6  rubyXL-40875fa975df/lib/rubyXL/objects/root.rb
         4  rubyXL-40875fa975df/lib/rubyXL/objects/border.rb
         1  /private/tmp/rubyxl_memory_usage/operate.rb
         1  /private/tmp/rubyxl_memory_usage/profier.rb
         1  rubyXL-40875fa975df/lib/rubyXL/objects/shared_strings.rb

allocated objects by location
-----------------------------------
     39216  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211
     34626  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:516
     19096  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:224
     19030  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:17
     19000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:154
     16008  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:93
     15641  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517
     15603  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:136
     15600  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:143
     14775  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:151
      9536  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:127
      9511  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:126
      9501  fix_set_string.rb:11
      9045  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:159
      8626  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:179
      8004  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:92
      8003  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:21
      8002  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:203
      4008  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:132
      4001  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:26
      4001  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:27
      1076  fix_set_string.rb:31
      1019  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:204
       910  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:160
       598  fix_set_string.rb:36
       348  3.0.3/lib/ruby/3.0.0/pathname.rb:49
       262  fix_set_string.rb:17
       243  rubyzip-2.3.2/lib/zip/inflater.rb:19
       218  3.0.3/lib/ruby/3.0.0/pathname.rb:53
       151  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:18
       122  3.0.3/lib/ruby/3.0.0/pathname.rb:126
        72  rubyzip-2.3.2/lib/zip/entry.rb:506
        72  rubyzip-2.3.2/lib/zip/ioextras/abstract_input_stream.rb:20
        68  rubyzip-2.3.2/lib/zip/entry_set.rb:79
        66  3.0.3/lib/ruby/3.0.0/pathname.rb:123
        57  3.0.3/lib/ruby/3.0.0/pathname.rb:74
        43  3.0.3/lib/ruby/3.0.0/pathname.rb:544
        39  3.0.3/lib/ruby/3.0.0/pathname.rb:354
        38  3.0.3/lib/ruby/3.0.0/pathname.rb:73
        37  nokogiri-1.13.1/lib/nokogiri/xml/document.rb:69
        37  rubyzip-2.3.2/lib/zip/dos_time.rb:45
        29  3.0.3/lib/ruby/3.0.0/pathname.rb:106
        27  rubyzip-2.3.2/lib/zip/crypto/decrypted_io.rb:19
        27  rubyzip-2.3.2/lib/zip/input_stream.rb:117
        24  3.0.3/lib/ruby/3.0.0/pathname.rb:392
        24  3.0.3/lib/ruby/3.0.0/pathname.rb:393
        24  rubyXL-40875fa975df/lib/rubyXL/objects/relationships.rb:82
        23  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:382
        20  3.0.3/lib/ruby/3.0.0/pathname.rb:71
        19  3.0.3/lib/ruby/3.0.0/pathname.rb:75

allocated objects by class
-----------------------------------
    146245  String
     57207  Hash
     33493  Array
     15606  Nokogiri::XML::Attr
      9510  Nokogiri::XML::Element
      8087  Range
      5275  Nokogiri::XML::NodeSet
      4002  Enumerator
      4002  MatchData
      4001  RubyXL::Reference
      4000  RubyXL::Cell
      4000  RubyXL::CellValue
      1000  RubyXL::Row
       116  RubyXL::CT_SupplementalFont
        74  Pathname
        56  RubyXL::IntegerValue
        52  Thread::Backtrace
        50  NameError
        50  NameError::message
        46  RubyXL::CT_SchemeColor
        36  Zip::DOSTime
        34  RubyXL::CT_Color
        27  Zip::Entry
        27  Zip::ExtraField
        26  Nokogiri::XML::Namespace
        26  RubyXL::CT_SRgbColor
        20  RubyXL::CT_GradientStop
        12  RubyXL::CT_StyleMatrixReference
        12  RubyXL::CT_TextFont
        10  File
        10  Nokogiri::XML::Document
        10  Nokogiri::XML::ParseOptions
         9  Zip::DecryptedIo
         9  Zip::Inflater
         9  Zip::InputStream
         9  Zip::NullDecrypter
         9  Zlib::Inflate
         8  RubyXL::CT_GradientFillProperties
         8  RubyXL::CT_GradientStopList
         8  RubyXL::StringNode
         7  RubyXL::ContentTypeOverride
         6  RubyXL::CT_EffectList
         6  RubyXL::CT_EffectStyleItem
         6  RubyXL::CT_LineProperties
         6  RubyXL::CT_OuterShadowEffect
         6  RubyXL::CT_PresetLineDashProperties
         6  RubyXL::Relationship
         4  RubyXL::BodyProperties
         4  RubyXL::CT_DefaultShapeDefinition
         4  RubyXL::CT_FillStyleList

retained memory by gem
-----------------------------------
  17.39 kB  other
   3.76 kB  rubyXL-40875fa975df
   1.48 kB  3.0.3/lib
   40.00 B  nokogiri-1.13.1

retained memory by file
-----------------------------------
  17.39 kB  fix_set_string.rb
   2.00 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb
   1.76 kB  rubyXL-40875fa975df/lib/rubyXL/objects/relationships.rb
   1.48 kB  3.0.3/lib/ruby/3.0.0/pathname.rb
   40.00 B  nokogiri-1.13.1/lib/nokogiri/xml/document.rb

retained memory by location
-----------------------------------
  11.96 kB  fix_set_string.rb:36
   5.43 kB  fix_set_string.rb:17
   2.00 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:224
   1.76 kB  rubyXL-40875fa975df/lib/rubyXL/objects/relationships.rb:60
  492.00 B  3.0.3/lib/ruby/3.0.0/pathname.rb:123
  492.00 B  3.0.3/lib/ruby/3.0.0/pathname.rb:217
  492.00 B  3.0.3/lib/ruby/3.0.0/pathname.rb:72
   40.00 B  nokogiri-1.13.1/lib/nokogiri/xml/document.rb:69

retained memory by class
-----------------------------------
  17.43 kB  String
   3.76 kB  Hash
   1.48 kB  Regexp

retained objects by gem
-----------------------------------
       430  other
        51  rubyXL-40875fa975df
         3  3.0.3/lib
         1  nokogiri-1.13.1

retained objects by file
-----------------------------------
       430  fix_set_string.rb
        50  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb
         3  3.0.3/lib/ruby/3.0.0/pathname.rb
         1  rubyXL-40875fa975df/lib/rubyXL/objects/relationships.rb
         1  nokogiri-1.13.1/lib/nokogiri/xml/document.rb

retained objects by location
-----------------------------------
       299  fix_set_string.rb:36
       131  fix_set_string.rb:17
        50  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:224
         1  3.0.3/lib/ruby/3.0.0/pathname.rb:123
         1  3.0.3/lib/ruby/3.0.0/pathname.rb:217
         1  3.0.3/lib/ruby/3.0.0/pathname.rb:72
         1  rubyXL-40875fa975df/lib/rubyXL/objects/relationships.rb:60
         1  nokogiri-1.13.1/lib/nokogiri/xml/document.rb:69

retained objects by class
-----------------------------------
       431  String
        51  Hash
         3  Regexp


Allocated String Report
-----------------------------------
     18050  "http://schemas.openxmlformats.org/spreadsheetml/2006/main"
     18050  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:154

     15014  "r"
      5004  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:136
      5004  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211
      5004  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517
         1  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:135
         1  fix_set_string.rb:17

      8015  "t"
      4004  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:136
      4004  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517
         4  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211
         2  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:143
         1  fix_set_string.rb:17

      8000  "s"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:136
      4000  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517

      5004  "r="
      5004  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211

      4034  "0"
      4034  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:143

      4009  "value"
      4008  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211
         1  fix_set_string.rb:17

      4008  "value="
      4008  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211

      4005  "v"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:159
         5  rubyzip-2.3.2/lib/zip/entry.rb:197

      4001  "datatype"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211
         1  fix_set_string.rb:17

      4001  "style_index"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211
         1  fix_set_string.rb:17

      4001  "value_container"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:179
         1  fix_set_string.rb:36

      4000  "c"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:159

      4000  "datatype="
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211

      4000  "str"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:143

      4000  "style_index="
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211

      4000  "value_container="
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:179

      3002  "spans"
      1001  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:136
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211
         1  fix_set_string.rb:17

      2001  "customFormat"
      1001  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:136

      1005  "false"
      1005  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:143

      1001  "A"
      1001  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:93

      1001  "D"
      1001  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:93

      1001  "custom_format"
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211
         1  fix_set_string.rb:17

      1000  "1:4"
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:143

      1000  "B"
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:93

      1000  "C"
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:93

      1000  "blue"
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:132

      1000  "custom_format="
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211

      1000  "green"
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:132

      1000  "red"
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:132

      1000  "row"
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:159

      1000  "spans="
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211

      1000  "xyz"
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:132

       892  "http://schemas.openxmlformats.org/drawingml/2006/main"
       892  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:154

       428  "val"
       143  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517
       142  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:136
       142  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211
         1  fix_set_string.rb:17

       386  "typeface"
       129  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517
       128  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:136
       128  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211
         1  fix_set_string.rb:17

       382  "/"
       116  3.0.3/lib/ruby/3.0.0/pathname.rb:49
        58  3.0.3/lib/ruby/3.0.0/pathname.rb:123
        38  3.0.3/lib/ruby/3.0.0/pathname.rb:73
        37  3.0.3/lib/ruby/3.0.0/pathname.rb:53
        28  rubyzip-2.3.2/lib/zip/entry_set.rb:79
        20  3.0.3/lib/ruby/3.0.0/pathname.rb:71
        18  rubyzip-2.3.2/lib/zip/entry.rb:120
        18  rubyzip-2.3.2/lib/zip/entry.rb:50
        10  3.0.3/lib/ruby/3.0.0/pathname.rb:126
        10  3.0.3/lib/ruby/3.0.0/pathname.rb:514
         9  rubyXL-40875fa975df/lib/rubyXL/objects/relationships.rb:82
         9  rubyzip-2.3.2/lib/zip/entry.rb:265
         8  3.0.3/lib/ruby/3.0.0/pathname.rb:385
         3  rubyXL-40875fa975df/lib/rubyXL/objects/relationships.rb:134

       349  "script"
       116  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:136
       116  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211
       116  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517
         1  fix_set_string.rb:17

       212  ""
        24  3.0.3/lib/ruby/3.0.0/pathname.rb:49
        18  3.0.3/lib/ruby/3.0.0/pathname.rb:53
        18  rubyzip-2.3.2/lib/zip/entry.rb:56
        18  rubyzip-2.3.2/lib/zip/entry.rb:64
        18  rubyzip-2.3.2/lib/zip/entry.rb:65
        10  3.0.3/lib/ruby/3.0.0/pathname.rb:126
         9  rubyzip-2.3.2/lib/zip/crypto/decrypted_io.rb:29
         9  rubyzip-2.3.2/lib/zip/entry.rb:263
         9  rubyzip-2.3.2/lib/zip/entry.rb:386
         9  rubyzip-2.3.2/lib/zip/entry.rb:401
         9  rubyzip-2.3.2/lib/zip/extra_field.rb:71
         9  rubyzip-2.3.2/lib/zip/inflater.rb:6
         9  rubyzip-2.3.2/lib/zip/input_stream.rb:143
         9  rubyzip-2.3.2/lib/zip/ioextras/abstract_input_stream.rb:14
         9  rubyzip-2.3.2/lib/zip/ioextras/abstract_input_stream.rb:20
         9  rubyzip-2.3.2/lib/zip/ioextras/abstract_input_stream.rb:96
         8  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:143
         1  3.0.3/lib/ruby/3.0.0/pathname.rb:123
         1  3.0.3/lib/ruby/3.0.0/pathname.rb:217
         1  3.0.3/lib/ruby/3.0.0/pathname.rb:72
         1  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:132
         1  rubyzip-2.3.2/lib/zip/central_directory.rb:112
         1  rubyzip-2.3.2/lib/zip/central_directory.rb:145
         1  rubyzip-2.3.2/lib/zip/central_directory.rb:18
         1  rubyzip-2.3.2/lib/zip/file.rb:80

       142  "val="
       142  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211

       128  "typeface="
       128  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211

       118  "font"
       116  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:160
         2  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:159

       116  "a:font"
       116  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:160

       116  "script="
       116  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211

        62  "pos"
        21  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517
        20  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:136
        20  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211
         1  fix_set_string.rb:17

        50  "idx"
        17  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517
        16  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:136
        16  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211
         1  fix_set_string.rb:17

        47  "a_scheme_clr"
        46  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:179
         1  fix_set_string.rb:36

        46  "a:schemeClr"
        46  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:160

        46  "a_scheme_clr="
        46  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:179

        46  "schemeClr"
        46  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:160

