Total allocated: 30.00 MB (397282 objects)
Total retained:  24.48 kB (125 objects)
  76.61 kB  rubyzip-2.3.2/lib/zip/input_stream.rb:117
  59.51 kB  fix_default_hash.rb:11
  40.80 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:204
  36.40 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:160
  20.08 kB  rubyzip-2.3.2/lib/zip/central_directory.rb:164
  19.08 kB  ruby/lib/pathname.rb:42
  12.24 kB  ruby/lib/pathname.rb:46
  11.83 kB  fix_default_hash.rb:13
   7.56 kB  ruby/lib/pathname.rb:119
   5.44 kB  nokogiri-1.13.1/lib/nokogiri/xml/document.rb:72
   5.34 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:382
   4.18 kB  rubyzip-2.3.2/lib/zip/entry.rb:73
   3.89 kB  rubyzip-2.3.2/lib/zip/inflater.rb:7
   3.79 kB  rubyXL-40875fa975df/lib/rubyXL/objects/relationships.rb:61
   3.66 kB  ruby/lib/pathname.rb:116
   3.38 kB  rubyzip-2.3.2/lib/zip/entry.rb:506
   3.12 kB  rubyzip-2.3.2/lib/zip/entry.rb:214
   3.10 kB  rubyzip-2.3.2/lib/zip/entry.rb:222
   3.03 kB  ruby/lib/pathname.rb:538
   3.02 kB  rubyzip-2.3.2/lib/zip/entry_set.rb:48
   2.88 kB  rubyzip-2.3.2/lib/zip/ioextras/abstract_input_stream.rb:20
   2.77 kB  rubyzip-2.3.2/lib/zip/entry_set.rb:79
   2.49 kB  rubyzip-2.3.2/lib/zip/dos_time.rb:45

allocated memory by class
-----------------------------------
  19.34 MB  String
   4.45 MB  Hash
   1.73 MB  Array
   1.12 MB  MatchData
 624.56 kB  Nokogiri::XML::Attr
 512.26 kB  Enumerator
 512.02 kB  RubyXL::Cell
 380.60 kB  Nokogiri::XML::Element
 323.48 kB  Range
 295.51 kB  Nokogiri::XML::NodeSet
 160.04 kB  RubyXL::Reference
 160.02 kB  RubyXL::Row
 160.00 kB  RubyXL::CellValue
  76.13 kB  File
  52.14 kB  Thread::Backtrace
  12.93 kB  RubyXL::CT_SchemeColor
   8.26 kB  Zip::Entry
   7.33 kB  RubyXL::CT_SRgbColor
   6.26 kB  Zip::ExtraField
   5.83 kB  Thread
   4.64 kB  RubyXL::CT_SupplementalFont
   4.49 kB  NameError
   3.46 kB  Zip::DOSTime
   3.26 kB  NameError::message
   3.26 kB  RubyXL::CT_Color
   2.96 kB  Pathname
   2.24 kB  RubyXL::IntegerValue
   2.10 kB  RubyXL::CT_GradientStop
   1.80 kB  Zlib::Inflate
   1.53 kB  Regexp
   1.46 kB  Nokogiri::XML::Namespace
   1.26 kB  RubyXL::CT_StyleMatrixReference
   1.19 kB  RubyXL::CT_SystemColor
   1.06 kB  RubyXL::BodyProperties
   1.06 kB  RubyXL::CT_LineProperties
   1.02 kB  RubyXL::CT_OuterShadowEffect
   1.02 kB  Zip::InputStream
  960.00 B  RubyXL::CT_TextFont
  912.00 B  RubyXL::Worksheet
  848.00 B  RubyXL::Font
  848.00 B  RubyXL::XF
  808.00 B  Nokogiri::XML::Document
  768.00 B  RubyXL::CT_GradientFillProperties
  704.00 B  RubyXL::VisualProperties
  680.00 B  RubyXL::CT_EffectList
  656.00 B  Zip::Inflater
  644.00 B  RubyVM::InstructionSequence
  552.00 B  RubyXL::CT_TextListStyle
  528.00 B  RubyXL::DocumentPropertiesFile
  520.00 B  Class

allocated objects by gem
-----------------------------------
    328534  rubyXL-40875fa975df
     65934  nokogiri-1.13.1
      1382  pathname
      1224  rubyzip-2.3.2
       208  other

allocated objects by file
-----------------------------------
    288344  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb
     65872  nokogiri-1.13.1/lib/nokogiri/xml/node.rb
     40017  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb
      1382  ruby/lib/pathname.rb
       439  rubyzip-2.3.2/lib/zip/entry.rb
       360  rubyzip-2.3.2/lib/zip/inflater.rb
       206  fix_default_hash.rb
       104  rubyzip-2.3.2/lib/zip/entry_set.rb
        90  rubyzip-2.3.2/lib/zip/ioextras/abstract_input_stream.rb
        84  rubyXL-40875fa975df/lib/rubyXL/objects/relationships.rb
        72  rubyzip-2.3.2/lib/zip/input_stream.rb
        63  rubyzip-2.3.2/lib/zip/crypto/decrypted_io.rb
        62  nokogiri-1.13.1/lib/nokogiri/xml/document.rb
        37  rubyzip-2.3.2/lib/zip/dos_time.rb
        34  rubyzip-2.3.2/lib/zip/central_directory.rb
        18  rubyXL-40875fa975df/lib/rubyXL/objects/stylesheet.rb
        18  rubyzip-2.3.2/lib/zip/extra_field.rb
        15  rubyXL-40875fa975df/lib/rubyXL/objects/font.rb
        15  rubyXL-40875fa975df/lib/rubyXL/objects/workbook.rb
        11  rubyXL-40875fa975df/lib/rubyXL/objects/fill.rb
        11  rubyXL-40875fa975df/lib/rubyXL/worksheet.rb
         8  rubyXL-40875fa975df/lib/rubyXL/objects/container_nodes.rb
         7  rubyzip-2.3.2/lib/zip/file.rb
         6  rubyXL-40875fa975df/lib/rubyXL/objects/root.rb
         4  rubyXL-40875fa975df/lib/rubyXL/objects/border.rb
         1  /private/tmp/rubyxl_memory_usage/operate.rb
         1  /private/tmp/rubyxl_memory_usage/profier.rb
         1  rubyXL-40875fa975df/lib/rubyXL/objects/shared_strings.rb

allocated objects by location
-----------------------------------
     89824  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233
     39232  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211
     34644  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:516
     32974  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:248
     31228  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517
     19010  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:154
     16008  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:93
     15611  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:136
     15608  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:143
     14782  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:151
      9541  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:127
      9516  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:126
      9506  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:229
      9050  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:159
      8632  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:179
      8004  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:92
      8003  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:21
      8002  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:203
      4008  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:132
      4001  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:26
      4001  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:27
      1076  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:244
      1020  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:204
       910  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:160
       477  ruby/lib/pathname.rb:42
       306  ruby/lib/pathname.rb:46
       306  rubyzip-2.3.2/lib/zip/inflater.rb:19
       155  fix_default_hash.rb:11
       122  ruby/lib/pathname.rb:119
        72  rubyzip-2.3.2/lib/zip/entry.rb:506
        72  rubyzip-2.3.2/lib/zip/ioextras/abstract_input_stream.rb:20
        68  rubyzip-2.3.2/lib/zip/entry_set.rb:79
        66  ruby/lib/pathname.rb:116
        57  ruby/lib/pathname.rb:67
        51  fix_default_hash.rb:13
        43  ruby/lib/pathname.rb:538
        39  ruby/lib/pathname.rb:351
        38  ruby/lib/pathname.rb:66
        38  nokogiri-1.13.1/lib/nokogiri/xml/document.rb:69
        37  rubyzip-2.3.2/lib/zip/dos_time.rb:45
        36  rubyzip-2.3.2/lib/zip/crypto/decrypted_io.rb:19
        29  ruby/lib/pathname.rb:99
        27  rubyzip-2.3.2/lib/zip/inflater.rb:33
        27  rubyzip-2.3.2/lib/zip/input_stream.rb:117
        24  ruby/lib/pathname.rb:389
        24  ruby/lib/pathname.rb:390
        24  rubyXL-40875fa975df/lib/rubyXL/objects/relationships.rb:82
        23  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:382
        20  ruby/lib/pathname.rb:64
        19  ruby/lib/pathname.rb:72

allocated objects by class
-----------------------------------
    284087  String
     33548  Array
     19149  Hash
     15614  Nokogiri::XML::Attr
      9515  Nokogiri::XML::Element
      8087  Range
      5277  Nokogiri::XML::NodeSet
      4002  Enumerator
      4002  MatchData
      4001  RubyXL::Reference
      4000  RubyXL::Cell
      4000  RubyXL::CellValue
      1000  RubyXL::Row
       116  RubyXL::CT_SupplementalFont
        74  Pathname
        56  RubyXL::IntegerValue
        53  Thread::Backtrace
        51  NameError
        51  NameError::message
        46  RubyXL::CT_SchemeColor
        36  Zip::DOSTime
        34  RubyXL::CT_Color
        27  Zip::Entry
        27  Zip::ExtraField
        26  Nokogiri::XML::Namespace
        26  RubyXL::CT_SRgbColor
        20  RubyXL::CT_GradientStop
        12  RubyXL::CT_StyleMatrixReference
        12  RubyXL::CT_TextFont
        10  File
        10  Nokogiri::XML::Document
        10  Nokogiri::XML::ParseOptions
         9  Thread
         9  Zip::DecryptedIo
         9  Zip::Inflater
         9  Zip::InputStream
         9  Zip::NullDecrypter
         9  Zlib::Inflate
         8  RubyXL::CT_GradientFillProperties
         8  RubyXL::CT_GradientStopList
         8  RubyXL::StringNode
         7  RubyXL::ContentTypeOverride
         6  RubyXL::CT_EffectList
         6  RubyXL::CT_EffectStyleItem
         6  RubyXL::CT_LineProperties
         6  RubyXL::CT_OuterShadowEffect
         6  RubyXL::CT_PresetLineDashProperties
         6  RubyXL::Relationship
         5  RubyXL::FloatValue
         5  RubyXL::Font

retained memory by gem
-----------------------------------
  12.48 kB  other
   8.21 kB  rubyzip-2.3.2
   2.22 kB  rubyXL-40875fa975df
   1.53 kB  pathname
   40.00 B  nokogiri-1.13.1

retained memory by file
-----------------------------------
  12.48 kB  fix_default_hash.rb
   4.14 kB  rubyzip-2.3.2/lib/zip/entry_set.rb
   3.17 kB  rubyzip-2.3.2/lib/zip/entry.rb
   2.22 kB  rubyXL-40875fa975df/lib/rubyXL/objects/relationships.rb
   1.53 kB  ruby/lib/pathname.rb
  904.00 B  rubyzip-2.3.2/lib/zip/dos_time.rb
   40.00 B  nokogiri-1.13.1/lib/nokogiri/xml/document.rb

retained memory by location
-----------------------------------
  11.83 kB  fix_default_hash.rb:13
   2.80 kB  rubyzip-2.3.2/lib/zip/entry_set.rb:48
   2.09 kB  rubyzip-2.3.2/lib/zip/entry.rb:386
   1.76 kB  rubyXL-40875fa975df/lib/rubyXL/objects/relationships.rb:60
  928.00 B  rubyzip-2.3.2/lib/zip/entry_set.rb:8
  904.00 B  rubyzip-2.3.2/lib/zip/dos_time.rb:45
  644.00 B  fix_default_hash.rb:11
  509.00 B  ruby/lib/pathname.rb:116
  509.00 B  ruby/lib/pathname.rb:210
  509.00 B  ruby/lib/pathname.rb:65
  360.00 B  rubyzip-2.3.2/lib/zip/entry.rb:210
  360.00 B  rubyzip-2.3.2/lib/zip/entry.rb:396
  360.00 B  rubyzip-2.3.2/lib/zip/entry.rb:401
  280.00 B  rubyzip-2.3.2/lib/zip/entry_set.rb:21
  232.00 B  rubyXL-40875fa975df/lib/rubyXL/objects/relationships.rb:192
  232.00 B  rubyXL-40875fa975df/lib/rubyXL/objects/relationships.rb:193
  132.00 B  rubyzip-2.3.2/lib/zip/entry_set.rb:79
   40.00 B  nokogiri-1.13.1/lib/nokogiri/xml/document.rb:69

retained memory by class
-----------------------------------
  14.98 kB  Hash
   2.76 kB  Zip::Entry
   2.09 kB  Zip::ExtraField
   1.57 kB  String
   1.53 kB  Regexp
  864.00 B  Zip::DOSTime
  644.00 B  RubyVM::InstructionSequence
   40.00 B  Zip::EntrySet

retained objects by gem
-----------------------------------
        66  rubyzip-2.3.2
        52  other
         3  pathname
         3  rubyXL-40875fa975df
         1  nokogiri-1.13.1

retained objects by file
-----------------------------------
        52  fix_default_hash.rb
        36  rubyzip-2.3.2/lib/zip/entry.rb
        20  rubyzip-2.3.2/lib/zip/entry_set.rb
        10  rubyzip-2.3.2/lib/zip/dos_time.rb
         3  ruby/lib/pathname.rb
         3  rubyXL-40875fa975df/lib/rubyXL/objects/relationships.rb
         1  nokogiri-1.13.1/lib/nokogiri/xml/document.rb

retained objects by location
-----------------------------------
        51  fix_default_hash.rb:13
        10  rubyzip-2.3.2/lib/zip/dos_time.rb:45
        10  rubyzip-2.3.2/lib/zip/entry_set.rb:48
         9  rubyzip-2.3.2/lib/zip/entry.rb:210
         9  rubyzip-2.3.2/lib/zip/entry.rb:386
         9  rubyzip-2.3.2/lib/zip/entry.rb:396
         9  rubyzip-2.3.2/lib/zip/entry.rb:401
         7  rubyzip-2.3.2/lib/zip/entry_set.rb:21
         2  rubyzip-2.3.2/lib/zip/entry_set.rb:79
         1  ruby/lib/pathname.rb:116
         1  ruby/lib/pathname.rb:210
         1  ruby/lib/pathname.rb:65
         1  rubyXL-40875fa975df/lib/rubyXL/objects/relationships.rb:192
         1  rubyXL-40875fa975df/lib/rubyXL/objects/relationships.rb:193
         1  rubyXL-40875fa975df/lib/rubyXL/objects/relationships.rb:60
         1  nokogiri-1.13.1/lib/nokogiri/xml/document.rb:69
         1  rubyzip-2.3.2/lib/zip/entry_set.rb:8
         1  fix_default_hash.rb:11

retained objects by class
-----------------------------------
        55  Hash
        38  String
         9  Zip::DOSTime
         9  Zip::Entry
         9  Zip::ExtraField
         3  Regexp
         1  RubyVM::InstructionSequence
         1  Zip::EntrySet


Allocated String Report
-----------------------------------
     25021  "r"
     10008  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517
      5004  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:136
      5004  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211
      5004  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233
         1  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:135

     18060  "http://schemas.openxmlformats.org/spreadsheetml/2006/main"
     18060  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:154

     12022  "t"
      8008  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517
      4004  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:136
         4  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211
         4  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233
         2  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:143

     12000  "s"
      8000  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:136

      9000  "style_index"
      5000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211

      8021  "value"
      4013  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233
      4008  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211

      8000  "datatype"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      8000  "value_container"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:179
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:248

      5004  "@r"
      5004  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      5004  "r="
      5004  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211

      5000  "@ph"
      5000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      5000  "@style_index"
      5000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      5000  "ph"
      5000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      5000  "spans"
      2000  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:136
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      4013  "@value"
      4013  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      4008  "value="
      4008  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211

      4005  "v"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:159
         5  rubyzip-2.3.2/lib/zip/entry.rb:197

      4000  "@cm"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      4000  "@datatype"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      4000  "@formula"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:248

      4000  "@is"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:248

      4000  "@value_container"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:248

      4000  "@vm"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      4000  "@xml_space"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      4000  "c"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:159

      4000  "cm"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      4000  "datatype="
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211

      4000  "formula"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:248

      4000  "is"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:248

      4000  "str"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:143

      4000  "style_index="
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211

      4000  "value_container="
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:179

      4000  "vm"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      4000  "xml_space"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      3837  "0"
      3837  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:143

      3000  "customFormat"
      2000  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:136

      2000  "custom_format"
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      1005  "false"
      1005  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:143

      1002  "@hidden"
      1002  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      1002  "hidden"
      1002  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      1001  "A"
      1001  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:93

      1001  "D"
      1001  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:93

      1000  "1:4"
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:143

      1000  "@cells"
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:248

      1000  "@thick_bot"
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      1000  "@thick_top"
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      1000  "cells"
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:248

      1000  "custom_format="
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211

      1000  "spans="
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211

      1000  "thick_bot"
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

