Total allocated: 18.37 MB (381160 objects)
Total retained:  15.90 kB (239 objects)
 320.16 kB  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:82
 320.16 kB  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:87
 320.00 kB  rubyXL-40875fa975df/lib/rubyXL/objects/sheet_data.rb:60
 320.00 kB  rubyXL-40875fa975df/lib/rubyXL/objects/sheet_data.rb:68
 320.00 kB  rubyXL-40875fa975df/lib/rubyXL/objects/worksheet.rb:705
 239.97 kB  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:1270
 217.80 kB  nokogiri-1.13.1/lib/nokogiri/xml/document.rb:72
 205.54 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:244
 204.24 kB  nokogiri-1.13.1/lib/nokogiri/xml/document.rb:233
 160.02 kB  rubyXL-40875fa975df/lib/rubyXL/worksheet.rb:29
 160.00 kB  rubyXL-40875fa975df/lib/rubyXL/objects/sheet_data.rb:76
 120.58 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:18
 120.00 kB  rubyXL-40875fa975df/lib/rubyXL/objects/worksheet.rb:720
  78.68 kB  ruby/lib/pathname.rb:42
  52.45 kB  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:516
  51.21 kB  rubyXL-40875fa975df/lib/rubyXL/convenience_methods/font.rb:60
  48.64 kB  ruby/lib/pathname.rb:46
  41.92 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:154
  40.00 kB  rubyXL-40875fa975df/lib/rubyXL/worksheet.rb:28
  35.20 kB  rubyXL-40875fa975df/lib/rubyXL/convenience_methods/cell.rb:193
  35.20 kB  rubyXL-40875fa975df/lib/rubyXL/convenience_methods/workbook.rb:45
  34.43 kB  /private/tmp/rubyxl_memory_usage/operate.rb:23
  33.60 kB  rubyXL-40875fa975df/lib/rubyXL/objects/color.rb:21
  27.89 kB  rubyzip-2.3.2/lib/zip/deflater.rb:25
  24.70 kB  rubyzip-2.3.2/lib/zip/output_stream.rb:60
  24.21 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:126
  21.64 kB  /private/tmp/rubyxl_memory_usage/operate.rb:24
  21.44 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211
  17.96 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:17
  17.84 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:160
  15.75 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:151
  14.30 kB  /private/tmp/rubyxl_memory_usage/operate.rb:22
  14.16 kB  ruby/lib/pathname.rb:351
  14.16 kB  ruby/lib/pathname.rb:390
  11.44 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:179
  11.40 kB  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517

allocated memory by class
-----------------------------------
   7.84 MB  String
   4.06 MB  Hash
   2.84 MB  Array
 964.28 kB  Range
 624.32 kB  Nokogiri::XML::Attr
 512.02 kB  RubyXL::Cell
 480.04 kB  RubyXL::Reference
 380.44 kB  Nokogiri::XML::Element
 160.02 kB  RubyXL::Row
 160.00 kB  RubyXL::CellValue
 102.41 kB  Thread::Backtrace
  35.54 kB  RubyXL::Font
  35.54 kB  RubyXL::XF
  33.70 kB  File
  33.60 kB  MatchData
  17.61 kB  RubyXL::Color
  11.60 kB  Pathname
  10.91 kB  NameError
   7.94 kB  NameError::message
   6.94 kB  Nokogiri::XML::NodeSet
   6.49 kB  RubyXL::CT_SchemeColor
   3.69 kB  RubyXL::CT_SRgbColor
   3.51 kB  Module
   2.38 kB  Zip::Entry
   2.32 kB  RubyXL::CT_SupplementalFont
   1.66 kB  Zlib::Deflate
   1.63 kB  RubyXL::CT_Color
   1.53 kB  Regexp
   1.46 kB  Nokogiri::XML::Namespace
   1.23 kB  Nokogiri::XML::SyntaxError
   1.12 kB  RubyXL::IntegerValue
   1.06 kB  RubyXL::CT_GradientStop
  880.00 B  StringIO
  808.00 B  Nokogiri::XML::Document
  774.00 B  Zip::DOSTime
  720.00 B  Zip::Deflater
  640.00 B  RubyXL::CT_StyleMatrixReference
  616.00 B  RubyXL::CT_SystemColor
  528.00 B  RubyXL::BodyProperties
  528.00 B  RubyXL::CT_LineProperties
  512.00 B  RubyXL::CT_OuterShadowEffect
  504.00 B  RubyXL::Worksheet
  496.00 B  RubyXL::Vector
  480.00 B  RubyXL::CT_TextFont
  480.00 B  RubyXL::Relationship
  440.00 B  Nokogiri::XML::ParseOptions
  432.00 B  RubyXL::Variant
  384.00 B  RubyXL::CT_GradientFillProperties
  360.00 B  Nokogiri::XML::Node::SaveOptions
  360.00 B  Zip::ExtraField

allocated objects by gem
-----------------------------------
    281841  rubyXL-40875fa975df
     92877  nokogiri-1.13.1
      5210  pathname
       800  other
       426  rubyzip-2.3.2
         5  fileutils
         1  singleton

allocated objects by file
-----------------------------------
    203439  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb
     59804  nokogiri-1.13.1/lib/nokogiri/xml/node.rb
     40012  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb
     33047  nokogiri-1.13.1/lib/nokogiri/xml/document.rb
     20000  rubyXL-40875fa975df/lib/rubyXL/objects/sheet_data.rb
     11022  rubyXL-40875fa975df/lib/rubyXL/objects/worksheet.rb
      6005  rubyXL-40875fa975df/lib/rubyXL/worksheet.rb
      5210  ruby/lib/pathname.rb
       771  /private/tmp/rubyxl_memory_usage/operate.rb
       402  rubyXL-40875fa975df/lib/rubyXL/convenience_methods/font.rb
       202  rubyXL-40875fa975df/lib/rubyXL/convenience_methods/cell.rb
       202  rubyXL-40875fa975df/lib/rubyXL/convenience_methods/workbook.rb
       200  rubyXL-40875fa975df/lib/rubyXL/objects/color.rb
       153  rubyzip-2.3.2/lib/zip/entry.rb
       144  rubyzip-2.3.2/lib/zip/extra_field.rb
       127  rubyXL-40875fa975df/lib/rubyXL/objects/relationships.rb
        69  rubyXL-40875fa975df/lib/rubyXL/objects/content_types.rb
        43  rubyXL-40875fa975df/lib/rubyXL/objects/workbook.rb
        43  rubyzip-2.3.2/lib/zip/output_stream.rb
        29  rubyzip-2.3.2/lib/zip/entry_set.rb
        28  rubyXL-40875fa975df/lib/rubyXL/objects/document_properties.rb
        28  <internal:pack>
        27  rubyzip-2.3.2/lib/zip/deflater.rb
        23  rubyXL-40875fa975df/lib/rubyXL/objects/stylesheet.rb
        20  rubyXL-40875fa975df/lib/rubyXL/objects/root.rb
        18  nokogiri-1.13.1/lib/nokogiri/html5/node.rb
        18  rubyzip-2.3.2/lib/zip/crypto/null_encryption.rb
        15  rubyXL-40875fa975df/lib/rubyXL/objects/font.rb
        11  rubyXL-40875fa975df/lib/rubyXL/objects/fill.rb
        10  rubyXL-40875fa975df/lib/rubyXL/objects/container_nodes.rb
        10  rubyzip-2.3.2/lib/zip/dos_time.rb
         6  nokogiri-1.13.1/lib/nokogiri/class_resolver.rb
         5  ruby/lib/fileutils.rb
         5  rubyXL-40875fa975df/lib/rubyXL/objects/theme.rb
         4  rubyXL-40875fa975df/lib/rubyXL/objects/border.rb
         2  rubyzip-2.3.2/lib/zip/central_directory.rb
         1  ruby/lib/singleton.rb
         1  /private/tmp/rubyxl_memory_usage/profier.rb
         1  rubyXL-40875fa975df/lib/rubyXL/objects/column_range.rb
         1  rubyXL-40875fa975df/lib/rubyXL/objects/shared_strings.rb
         1  nokogiri-1.13.1/lib/nokogiri/xml/document_fragment.rb
         1  nokogiri-1.13.1/lib/nokogiri/xml/node_set.rb

allocated objects by location
-----------------------------------
     90948  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233
     51114  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:224
     49254  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:1393
     29578  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:248
     18574  nokogiri-1.13.1/lib/nokogiri/xml/document.rb:223
     12001  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:26
     12001  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:27
      9288  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:318
      9287  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:295
      9287  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:316
      9287  nokogiri-1.13.1/lib/nokogiri/xml/document.rb:240
      8231  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:229
      8004  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:82
      8004  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:87
      8000  rubyXL-40875fa975df/lib/rubyXL/objects/sheet_data.rb:60
      8000  rubyXL-40875fa975df/lib/rubyXL/objects/sheet_data.rb:68
      8000  rubyXL-40875fa975df/lib/rubyXL/objects/worksheet.rb:705
      5106  nokogiri-1.13.1/lib/nokogiri/xml/document.rb:233
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/sheet_data.rb:76
      4000  rubyXL-40875fa975df/lib/rubyXL/worksheet.rb:43
      3000  rubyXL-40875fa975df/lib/rubyXL/objects/worksheet.rb:720
      1967  ruby/lib/pathname.rb:42
      1216  ruby/lib/pathname.rb:46
      1059  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:244
      1000  rubyXL-40875fa975df/lib/rubyXL/worksheet.rb:28
      1000  rubyXL-40875fa975df/lib/rubyXL/worksheet.rb:29
       716  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:516
       536  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211
       449  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:17
       447  /private/tmp/rubyxl_memory_usage/operate.rb:23
       446  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:154
       446  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:160
       400  rubyXL-40875fa975df/lib/rubyXL/convenience_methods/font.rb:60
       373  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:18
       345  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:151
       330  ruby/lib/pathname.rb:351
       286  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:179
       285  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517
       268  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:136
       268  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:143
       225  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:127
       224  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:126
       211  /private/tmp/rubyxl_memory_usage/operate.rb:24
       210  ruby/lib/pathname.rb:389
       210  ruby/lib/pathname.rb:390
       210  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:1270
       200  rubyXL-40875fa975df/lib/rubyXL/convenience_methods/cell.rb:193
       200  rubyXL-40875fa975df/lib/rubyXL/convenience_methods/workbook.rb:45
       200  rubyXL-40875fa975df/lib/rubyXL/objects/color.rb:21
       181  ruby/lib/pathname.rb:119

allocated objects by class
-----------------------------------
    177007  String
     70582  Hash
     61323  Array
     24107  Range
     15608  Nokogiri::XML::Attr
     12001  RubyXL::Reference
      9511  Nokogiri::XML::Element
      4000  RubyXL::Cell
      4000  RubyXL::CellValue
      1000  RubyXL::Row
       290  Pathname
       202  RubyXL::Font
       202  RubyXL::XF
       200  MatchData
       200  RubyXL::Color
       126  Thread::Backtrace
       124  NameError
       124  NameError::message
       124  Nokogiri::XML::NodeSet
        58  RubyXL::CT_SupplementalFont
        28  RubyXL::IntegerValue
        26  Nokogiri::XML::Namespace
        23  RubyXL::CT_SchemeColor
        17  RubyXL::CT_Color
        13  RubyXL::CT_SRgbColor
        11  Nokogiri::XML::ParseOptions
        11  StringIO
        10  Nokogiri::XML::Document
        10  RubyXL::CT_GradientStop
         9  Nokogiri::XML::Node::SaveOptions
         9  Nokogiri::XML::SyntaxError
         9  Zip::DOSTime
         9  Zip::Deflater
         9  Zip::Entry
         9  Zip::ExtraField
         9  Zlib::Deflate
         7  RubyXL::ContentTypeOverride
         6  RubyXL::CT_StyleMatrixReference
         6  RubyXL::CT_TextFont
         6  RubyXL::Relationship
         5  RubyXL::StringNode
         4  File
         4  RubyXL::CT_GradientFillProperties
         4  RubyXL::CT_GradientStopList
         3  Module
         3  Proc
         3  Regexp
         3  RubyXL::CT_EffectList
         3  RubyXL::CT_EffectStyleItem
         3  RubyXL::CT_LineProperties

retained memory by gem
-----------------------------------
   9.12 kB  rubyXL-40875fa975df
   5.03 kB  other
   1.53 kB  pathname
  185.00 B  nokogiri-1.13.1
   40.00 B  singleton

retained memory by file
-----------------------------------
   5.15 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb
   5.03 kB  /private/tmp/rubyxl_memory_usage/operate.rb
   1.60 kB  rubyXL-40875fa975df/lib/rubyXL/convenience_methods/cell.rb
   1.53 kB  ruby/lib/pathname.rb
   1.09 kB  rubyXL-40875fa975df/lib/rubyXL/convenience_methods/font.rb
   1.09 kB  rubyXL-40875fa975df/lib/rubyXL/convenience_methods/workbook.rb
  192.00 B  rubyXL-40875fa975df/lib/rubyXL/objects/root.rb
  145.00 B  nokogiri-1.13.1/lib/nokogiri/xml/node.rb
   40.00 B  ruby/lib/singleton.rb
   40.00 B  nokogiri-1.13.1/lib/nokogiri/xml/document.rb

retained memory by location
-----------------------------------
   4.96 kB  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:224
   3.13 kB  /private/tmp/rubyxl_memory_usage/operate.rb:23
   1.60 kB  rubyXL-40875fa975df/lib/rubyXL/convenience_methods/cell.rb:4
   1.15 kB  /private/tmp/rubyxl_memory_usage/operate.rb:24
   1.09 kB  rubyXL-40875fa975df/lib/rubyXL/convenience_methods/font.rb:4
   1.09 kB  rubyXL-40875fa975df/lib/rubyXL/convenience_methods/workbook.rb:5
  749.00 B  /private/tmp/rubyxl_memory_usage/operate.rb:22
  509.00 B  ruby/lib/pathname.rb:116
  509.00 B  ruby/lib/pathname.rb:210
  509.00 B  ruby/lib/pathname.rb:65
  192.00 B  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:469
  192.00 B  rubyXL-40875fa975df/lib/rubyXL/objects/root.rb:45
  145.00 B  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:1270
   40.00 B  ruby/lib/singleton.rb:125
   40.00 B  nokogiri-1.13.1/lib/nokogiri/xml/document.rb:72

retained memory by class
-----------------------------------
   5.48 kB  String
   5.34 kB  Hash
   3.51 kB  Module
   1.53 kB  Regexp
   40.00 B  Zip::NullCompressor

retained objects by gem
-----------------------------------
       132  rubyXL-40875fa975df
       101  other
         3  pathname
         2  nokogiri-1.13.1
         1  singleton

retained objects by file
-----------------------------------
       125  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb
       101  /private/tmp/rubyxl_memory_usage/operate.rb
         3  ruby/lib/pathname.rb
         2  rubyXL-40875fa975df/lib/rubyXL/convenience_methods/cell.rb
         2  rubyXL-40875fa975df/lib/rubyXL/convenience_methods/font.rb
         2  rubyXL-40875fa975df/lib/rubyXL/convenience_methods/workbook.rb
         1  ruby/lib/singleton.rb
         1  rubyXL-40875fa975df/lib/rubyXL/objects/root.rb
         1  nokogiri-1.13.1/lib/nokogiri/xml/document.rb
         1  nokogiri-1.13.1/lib/nokogiri/xml/node.rb

retained objects by location
-----------------------------------
       124  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:224
        67  /private/tmp/rubyxl_memory_usage/operate.rb:23
        20  /private/tmp/rubyxl_memory_usage/operate.rb:24
        14  /private/tmp/rubyxl_memory_usage/operate.rb:22
         2  rubyXL-40875fa975df/lib/rubyXL/convenience_methods/cell.rb:4
         2  rubyXL-40875fa975df/lib/rubyXL/convenience_methods/font.rb:4
         2  rubyXL-40875fa975df/lib/rubyXL/convenience_methods/workbook.rb:5
         1  ruby/lib/pathname.rb:116
         1  ruby/lib/pathname.rb:210
         1  ruby/lib/pathname.rb:65
         1  ruby/lib/singleton.rb:125
         1  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:469
         1  rubyXL-40875fa975df/lib/rubyXL/objects/root.rb:45
         1  nokogiri-1.13.1/lib/nokogiri/xml/document.rb:72
         1  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:1270

retained objects by class
-----------------------------------
       126  Hash
       106  String
         3  Module
         3  Regexp
         1  Zip::NullCompressor


Allocated String Report
-----------------------------------
     10010  "r"
      5002  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233
      5002  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:1393
         2  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:136
         2  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211
         2  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517

      6185  ""
      5280  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:318
       420  ruby/lib/pathname.rb:42
       326  ruby/lib/pathname.rb:46
        54  rubyzip-2.3.2/lib/zip/extra_field.rb:71
        19  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:1270
        18  rubyzip-2.3.2/lib/zip/extra_field.rb:77
        12  ruby/lib/pathname.rb:119
         9  rubyzip-2.3.2/lib/zip/crypto/null_encryption.rb:16
         9  rubyzip-2.3.2/lib/zip/crypto/null_encryption.rb:24
         9  rubyzip-2.3.2/lib/zip/deflater.rb:16
         9  rubyzip-2.3.2/lib/zip/entry.rb:64
         9  rubyzip-2.3.2/lib/zip/entry.rb:65
         4  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:143
         1  ruby/lib/fileutils.rb:522
         1  ruby/lib/pathname.rb:116
         1  ruby/lib/pathname.rb:210
         1  ruby/lib/pathname.rb:65
         1  /private/tmp/rubyxl_memory_usage/operate.rb:24
         1  rubyXL-40875fa975df/lib/rubyXL/objects/content_types.rb:40
         1  rubyXL-40875fa975df/lib/rubyXL/objects/content_types.rb:67

      5002  "@r"
      5002  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      5000  "@ph"
      5000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      5000  "@style_index"
      5000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      5000  "ph"
      5000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      5000  "style_index"
      5000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      4034  "0"
      4020  nokogiri-1.13.1/lib/nokogiri/xml/document.rb:233
        14  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:143

      4011  "t"
      4002  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:1393
         2  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:136
         2  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:211
         2  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233
         2  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:517
         1  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:143

      4008  "@value"
      4008  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      4008  "value"
      4008  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      4000  "@cm"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      4000  "@datatype"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      4000  "@formula"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:248

      4000  "@is"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:248

      4000  "@value_container"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:248

      4000  "@vm"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      4000  "@xml_space"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      4000  "cm"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      4000  "datatype"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      4000  "formula"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:248

      4000  "is"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:248

      4000  "s"
      4000  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:1393

      4000  "value_container"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:248

      4000  "vm"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      4000  "xml_space"
      4000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      2002  "A"
      2002  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:82

      2002  "D"
      2002  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:82

      2000  "B"
      2000  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:82

      2000  "C"
      2000  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:82

      2000  "spans"
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233
      1000  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:1393

      1031  "1"
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/worksheet.rb:720
         9  nokogiri-1.13.1/lib/nokogiri/xml/document.rb:233
         7  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:143
         6  rubyXL-40875fa975df/lib/rubyXL/objects/worksheet.rb:736
         5  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:87
         2  rubyXL-40875fa975df/lib/rubyXL/objects/relationships.rb:42
         2  nokogiri-1.13.1/lib/nokogiri/xml/node.rb:318

      1005  "4"
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/worksheet.rb:720
         4  rubyXL-40875fa975df/lib/rubyXL/objects/reference.rb:87
         1  nokogiri-1.13.1/lib/nokogiri/xml/document.rb:233

      1001  "@hidden"
      1001  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      1001  "hidden"
      1001  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      1000  "1:4"
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/worksheet.rb:720

      1000  "@custom_format"
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      1000  "@custom_height"
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      1000  "@ht"
      1000  rubyXL-40875fa975df/lib/rubyXL/objects/ooxml_object.rb:233

      1000  "@outline_level"
